Protein,Localization
RBM39,Nuclear
RBM42,Nuclear
RBM45,Nuclear
RBM47,Nuclear
RBM4B,Nuclear
RBM5,Nuclear
RBM6,Nuclear
RBM7,Nuclear
RBMS1,Nuclear
RBMS2,Nuclear
RBMS3,Nuclear
RBMX,Nuclear
RBMX2,Nuclear
RBMXL1,Nuclear
RBP1,Cytosol
RBP7,Cytosol
RBPJ,Nuclear
RBPMS,Cytosol
RBX1,Cytosol
RCC1,Nuclear
RCC2,Nuclear
RCCD1,Cytosol
RCHY1,Cytosol
RCL1,Nuclear
RCN1,Nuclear
RCN2,Secretory
RCOR1,Nuclear
RCOR3,Nuclear
RDH11,Secretory
RDH13,Mitochondria
RDH14,Secretory
RDX,Cytosol
RECQL,Nuclear
RECQL5,Nuclear
REEP5,Secretory
REEP6,Secretory
REL,Cytosol
RELA,Cytosol
RELB,Cytosol
REPIN1,Nuclear
REPS1,Cytosol
REPS2,Cytosol
RER1,Secretory
RERE,Nuclear
RETSAT,Secretory
REXO2,Cytosol
REXO4,Nuclear
RFC1,Nuclear
RFC2,Nuclear
RFC4,Nuclear
RFK,Cytosol
RFTN1,Secretory
RFX1,Nuclear
RFX5,Nuclear
RGL2,Cytosol
RGPD3,Secretory
RGS10,Cytosol
RGS3,Cytosol
RHEB,Cytosol
RHOA,Cytosol
RHOB,Secretory
RHOC,Nuclear
RHOG,Secretory
RHOQ,Secretory
RHOT1,Mitochondria
RHOT2,Mitochondria
RHPN2,Cytosol
RIC8A,Cytosol
RICTOR,Cytosol
RIF1,Nuclear
RILPL1,Cytosol
RIN2,Cytosol
RIN3,Cytosol
RING1,Nuclear
RINT1,Secretory
RIOK1,Cytosol
RIOK2,Cytosol
RIOK3,Cytosol
RIPK1,Cytosol
RIPK2,Cytosol
RIT1,Cytosol
RMND1,Mitochondria
RMND5A,Cytosol
RNASE1,Nuclear
RNASE4,Cytosol
RNASEH2A,Cytosol
RNASEH2B,Nuclear
RNASEH2C,Nuclear
RNASEL,Cytosol
RNASET2,Nuclear
RNF113A,Nuclear
RNF114,Cytosol
RNF123,Cytosol
RNF126,Cytosol
RNF135,Cytosol
RNF14,Cytosol
RNF146,Cytosol
RNF150,Cytosol
RNF169,Nuclear
RNF181,Cytosol
RNF2,Nuclear
RNF20,Nuclear
RNF213,Cytosol
RNF214,Cytosol
RNF220,Nuclear
RNF25,Cytosol
RNF31,Cytosol
RNF40,Nuclear
RNF41,Cytosol
RNF7,Cytosol
RNGTT,Nuclear
RNH1,Cytosol
RNMT,Nuclear
RNPC3,Nuclear
RNPEP,Cytosol
RNPS1,Nuclear
ROCK1,Cytosol
ROCK2,Cytosol
RP2,Secretory
RPA1,Nuclear
RPA2,Nuclear
RPA3,Nuclear
RPAP1,Cytosol
RPAP3,Cytosol
RPE,Cytosol
RPL10,Nuclear
RPL10A,Nuclear
RPL11,Nuclear
RPL12,Nuclear
RPL13,Nuclear
RPL13A,Nuclear
RPL14,Nuclear
RPL15,Nuclear
RPL18,Nuclear
RPL18A,Nuclear
RPL19,Nuclear
RPL21,Nuclear
RPL22,Nuclear
RPL23,Secretory
RPL23A,Nuclear
RPL24,Nuclear
RPL26,Nuclear
RPL26L1,Nuclear
RPL27,Nuclear
RPL27A,Nuclear
RPL28,Nuclear
RPL29,Nuclear
RPL3,Nuclear
RPL30,Nuclear
RPL31,Nuclear
RPL32,Nuclear
RPL34,Nuclear
RPL35,Nuclear
RPL35A,Nuclear
RPL36,Nuclear
RPL36AL,Nuclear
RPL37A,Nuclear
RPL38,Secretory
RPL4,Nuclear
RPL5,Nuclear
RPL6,Nuclear
RPL7,Nuclear
RPL7A,Nuclear
RPL7L1,Nuclear
RPL8,Nuclear
RPL9,Nuclear
RPLP0,Nuclear
RPLP1,Nuclear
RPLP2,Nuclear
RPN1,Secretory
RPN2,Secretory
RPP25,Nuclear
RPP30,Nuclear
RPP38,Nuclear
RPP40,Nuclear
RPRD1A,Nuclear
RPRD1B,Nuclear
RPRD2,Nuclear
RPS10,Nuclear
RPS11,Nuclear
RPS12,Nuclear
RPS13,Nuclear
RPS14,Nuclear
RPS15,Nuclear
RPS15A,Nuclear
RPS16,Nuclear
RPS18,Nuclear
RPS19,Nuclear
RPS2,Nuclear
RPS20,Nuclear
RPS21,Nuclear
RPS23,Nuclear
RPS24,Nuclear
RPS25,Nuclear
RPS26,Nuclear
RPS27,Secretory
RPS27A,Nuclear
RPS27L,Secretory
RPS28,Nuclear
RPS29,Nuclear
RPS3,Nuclear
RPS3A,Nuclear
RPS4X,Nuclear
RPS5,Nuclear
RPS6,Nuclear
RPS6KA1,Cytosol
RPS6KA3,Cytosol
RPS6KA4,Nuclear
RPS6KA5,Nuclear
RPS6KB1,Cytosol
RPS6KB2,Cytosol
RPS6KC1,Cytosol
RPS7,Nuclear
RPS8,Nuclear
RRAGA,Secretory
RRAGD,Cytosol
RRAS,Secretory
RRAS2,Secretory
RRBP1,Secretory
RREB1,Nuclear
RRM1,Cytosol
RRM2,Cytosol
RRM2B,Cytosol
RRP1,Nuclear
RRP12,Nuclear
RRP15,Nuclear
RRP1B,Nuclear
RRP7A,Nuclear
RRP8,Nuclear
RRP9,Nuclear
RRS1,Nuclear
RSBN1,Nuclear
RSBN1L,Nuclear
RSF1,Nuclear
RSL1D1,Nuclear
RSL24D1,Nuclear
RSRC1,Nuclear
RSRC2,Nuclear
RSU1,Cytosol
RTF1,Nuclear
RTKN,Cytosol
RTN1,Secretory
RTN3,Secretory
RTN4,Secretory
RTN4IP1,Mitochondria
RUFY1,Cytosol
RUFY3,Cytosol
RUNDC1,Secretory
RUNX2,Cytosol
RUVBL1,Cytosol
RUVBL2,Cytosol
RWDD1,Cytosol
RXRA,Nuclear
RXRB,Nuclear
RYBP,Nuclear
S100A10,Cytosol
S100A11,Cytosol
S100A13,Cytosol
S100A16,Cytosol
S100A4,Cytosol
S100A6,Cytosol
S100A9,Cytosol
S100P,Cytosol
SACM1L,Secretory
SAE1,Nuclear
SAFB,Nuclear
SAFB2,Nuclear
SAMD1,Nuclear
SAMD9,Cytosol
SAMHD1,Nuclear
SAMM50,Mitochondria
SAP18,Nuclear
SAP30BP,Nuclear
SAP30L,Nuclear
SAR1A,Cytosol
SAR1B,Cytosol
SART1,Nuclear
SART3,Nuclear
SASH1,Cytosol
SBDS,Cytosol
SBNO1,Nuclear
SBNO2,Nuclear
SCAF1,Nuclear
SCAI,Nuclear
SCAMP1,Secretory
SCAMP2,Secretory
SCAMP3,Secretory
SCAMP4,Secretory
SCARB2,Secretory
SCCPDH,Mitochondria
SCFD1,Secretory
SCFD2,Secretory
SCIN,Cytosol
SCLY,Nuclear
SCO1,Mitochondria
SCO2,Mitochondria
SCOC,Cytosol
SCP2,Secretory
SCRIB,Mitochondria
SCRN1,Cytosol
SCRN2,Cytosol
SCRN3,Cytosol
SCUBE2,Secretory
SCYL1,Cytosol
SCYL2,Cytosol
SDAD1,Nuclear
SDC1,Secretory
SDCBP,Cytosol
SDCCAG8,Cytosol
SDF2,Secretory
SDF2L1,Secretory
SDF4,Secretory
SDHA,Mitochondria
SDHB,Mitochondria
SDR39U1,Mitochondria
SDSL,Cytosol
SEC11A,Secretory
SEC13,Cytosol
SEC14L1,Cytosol
SEC14L2,Cytosol
SEC16A,Cytosol
SEC23B,Cytosol
SEC23IP,Cytosol
SEC24A,Cytosol
SEC24B,Cytosol
SEC24C,Cytosol
SEC24D,Cytosol
SEC31A,Cytosol
SEC62,Secretory
SEC63,Secretory
SECISBP2,Nuclear
SECISBP2L,Nuclear
SEL1L,Secretory
SELENBP1,Cytosol
SEMA3C,Secretory
SEMA4B,Secretory
SENP1,Nuclear
SENP3,Nuclear
SEPHS1,Nuclear
SEPHS2,Cytosol
SEPSECS,Cytosol
SERBP1,Nuclear
SERPINB1,Cytosol
SERPINB6,Cytosol
SERPINB8,Cytosol
SERPINB9,Cytosol
SERPINE2,Secretory
SERPINF1,Cytosol
SERPING1,Cytosol
SESTD1,Cytosol
SET,Nuclear
SETD1A,Nuclear
SETD2,Nuclear
SETD3,Cytosol
SETD7,Cytosol
SETDB1,Cytosol
SETMAR,Nuclear
SETX,Nuclear
SF1,Nuclear
SF3A2,Nuclear
SF3A3,Nuclear
SF3B1,Nuclear
SF3B2,Nuclear
SF3B4,Nuclear
SF3B5,Nuclear
SFN,Cytosol
SFPQ,Nuclear
SFXN1,Mitochondria
SFXN2,Mitochondria
SFXN3,Mitochondria
SGPL1,Secretory
SGSM3,Secretory
SGTA,Cytosol
SGTB,Cytosol
SH2B1,Cytosol
SH2D4A,Cytosol
SH3BGRL,Cytosol
SH3BGRL2,Cytosol
SH3BGRL3,Cytosol
SH3BP1,Cytosol
SH3BP4,Secretory
SH3BP5L,Cytosol
SH3D19,Cytosol
SH3GL1,Cytosol
SH3GLB1,Cytosol
SH3GLB2,Cytosol
SH3KBP1,Cytosol
SH3PXD2B,Cytosol
SH3RF1,Cytosol
SHARPIN,Cytosol
SHC1,Cytosol
SHMT1,Cytosol
SHMT2,Mitochondria
SHROOM2,Nuclear
SHROOM3,Nuclear
SIAE,Secretory
SIK3,Cytosol
SIKE1,Cytosol
SIL1,Secretory
SIN3A,Nuclear
SIN3B,Nuclear
SIPA1,Cytosol
SIPA1L1,Secretory
SIPA1L2,Secretory
SIPA1L3,Secretory
SIRPA,Secretory
SIRT1,Nuclear
SIRT2,Cytosol
SIRT3,Mitochondria
SIRT5,Cytosol
SIRT6,Nuclear
SKAP2,Cytosol
SKIV2L,Cytosol
SKP1,Cytosol
SLAIN2,Cytosol
SLC12A2,Secretory
SLC12A7,Secretory
SLC1A4,Secretory
SLC1A5,Secretory
SLC25A1,Mitochondria
SLC25A10,Mitochondria
SLC25A11,Mitochondria
SLC25A12,Mitochondria
SLC25A13,Mitochondria
SLC25A20,Mitochondria
SLC25A22,Mitochondria
SLC25A24,Mitochondria
SLC25A3,Mitochondria
SLC25A4,Mitochondria
SLC25A5,Mitochondria
SLC25A6,Mitochondria
SLC27A1,Secretory
SLC27A2,Secretory
SLC27A3,Secretory
SLC27A4,Secretory
SLC30A1,Secretory
SLC35E1,Secretory
SLC3A2,Secretory
SLC44A1,Secretory
SLC44A2,Secretory
SLC4A1AP,Nuclear
SLC4A7,Secretory
SLC9A3R1,Cytosol
SLC9A3R2,Secretory
SLFN11,Nuclear
SLFN5,Nuclear
SLK,Cytosol
SLMAP,Secretory
SLTM,Nuclear
SLU7,Nuclear
SMAD1,Cytosol
SMAD2,Cytosol
SMAD3,Cytosol
SMAD4,Cytosol
SMAD5,Cytosol
SMAP1,Cytosol
SMAP2,Cytosol
SMARCA1,Nuclear
SMARCA2,Nuclear
SMARCA4,Nuclear
SMARCA5,Nuclear
SMARCAD1,Nuclear
SMARCAL1,Nuclear
SMARCB1,Nuclear
SMARCC1,Nuclear
SMARCC2,Nuclear
SMARCD1,Nuclear
SMARCD2,Nuclear
SMARCE1,Nuclear
SMC1A,Nuclear
SMC2,Cytosol
SMC3,Nuclear
SMC4,Cytosol
SMC5,Nuclear
SMC6,Nuclear
SMCHD1,Nuclear
SMEK1,Nuclear
SMG1,Cytosol
SMG5,Cytosol
SMG7,Cytosol
SMNDC1,Nuclear
SMPD4,Secretory
SMS,Cytosol
SMURF2,Cytosol
SMYD2,Cytosol
SMYD3,Cytosol
SMYD5,Cytosol
SNAP23,Secretory
SNAP29,Cytosol
SNAP47,Secretory
SNAPIN,Cytosol
SND1,Cytosol
SNF8,Cytosol
SNIP1,Nuclear
SNRNP200,Nuclear
SNRNP27,Nuclear
SNRNP40,Nuclear
SNRNP70,Nuclear
SNRPA,Nuclear
SNRPA1,Nuclear
SNRPB,Nuclear
SNRPB2,Nuclear
SNRPC,Nuclear
SNRPD1,Nuclear
SNRPD2,Nuclear
SNRPD3,Nuclear
SNRPE,Nuclear
SNRPF,Nuclear
SNRPG,Nuclear
SNTB2,Mitochondria
SNUPN,Cytosol
SNW1,Nuclear
SNX1,Cytosol
SNX12,Cytosol
SNX15,Cytosol
SNX17,Cytosol
SNX18,Cytosol
SNX2,Cytosol
SNX24,Cytosol
SNX27,Cytosol
SNX29,Cytosol
SNX3,Cytosol
SNX30,Secretory
SNX33,Cytosol
SNX4,Secretory
SNX5,Cytosol
SNX6,Cytosol
SNX8,Cytosol
SNX9,Cytosol
SOAT1,Secretory
SOD1,Cytosol
SOD2,Mitochondria
SON,Nuclear
SORBS1,Cytosol
SORBS3,Cytosol
SORD,Cytosol
SORL1,Secretory
SORT1,Secretory
SOS1,Cytosol
SOS2,Cytosol
SOX9,Nuclear
SP1,Nuclear
SP100,Nuclear
SP110,Nuclear
SP140L,Cytosol
SP3,Nuclear
SPAG1,Cytosol
SPAG7,Nuclear
SPAG9,Cytosol
SPAST,Cytosol
SPATA20,Mitochondria
SPATA5,Cytosol
SPATA5L1,Cytosol
SPATS2,Nuclear
SPATS2L,Nuclear
SPC24,Cytosol
SPCS2,Secretory
SPCS3,Secretory
SPEN,Nuclear
SPG11,Cytosol
SPIN1,Nuclear
SPIN3,Cytosol
SPINT1,Secretory
SPINT2,Secretory
SPON1,Secretory
SPR,Cytosol
SPRYD3,Secretory
SPRYD4,Mitochondria
SPTAN1,Nuclear
SPTBN1,Nuclear
SPTBN2,Nuclear
SPTLC1,Secretory
SPTLC2,Secretory
SQSTM1,Secretory
SRA1,Cytosol
SRBD1,Nuclear
SRC,Secretory
SRCAP,Nuclear
SRCIN1,Secretory
SRGAP1,Cytosol
SRI,Cytosol
SRM,Cytosol
SRP14,Nuclear
SRP19,Cytosol
SRP54,Cytosol
SRP68,Cytosol
SRP72,Cytosol
SRP9,Nuclear
SRPK1,Nuclear
SRPK2,Nuclear
SRPRB,Secretory
SRR,Cytosol
SRRM1,Nuclear
SRRM2,Nuclear
SRRT,Nuclear
SRXN1,Cytosol
SS18L1,Nuclear
SSB,Nuclear
SSBP1,Mitochondria
SSBP3,Nuclear
SSH3,Cytosol
SSNA1,Cytosol
SSR1,Secretory
SSR4,Secretory
SSRP1,Nuclear
SSU72,Cytosol
ST13,Cytosol
ST14,Secretory
STAG1,Nuclear
STAG2,Nuclear
STAM,Cytosol
STAM2,Cytosol
STAMBP,Cytosol
STAP2,Cytosol
STARD10,Cytosol
STARD13,Cytosol
STARD5,Cytosol
STAT1,Cytosol
STAT2,Cytosol
STAT3,Cytosol
STAT5B,Cytosol
STAU1,Nuclear
STAU2,Nuclear
STC2,Secretory
STIM1,Secretory
STIM2,Secretory
STIP1,Cytosol
STK10,Cytosol
STK11IP,Secretory
STK17B,Cytosol
STK24,Cytosol
STK25,Cytosol
STK3,Cytosol
STK38,Cytosol
STK38L,Cytosol
STK39,Cytosol
STK4,Cytosol
STMN1,Cytosol
STMN2,Cytosol
STOM,Secretory
STOML2,Mitochondria
STRADA,Cytosol
STRAP,Cytosol
STRBP,Nuclear
STRN3,Cytosol
STRN4,Cytosol
STT3A,Secretory
STT3B,Secretory
STUB1,Cytosol
STX10,Secretory
STX12,Secretory
STX16,Secretory
STX17,Secretory
STX18,Secretory
STX3,Secretory
STX4,Secretory
STX5,Secretory
STX6,Secretory
STX7,Secretory
STXBP1,Cytosol
STXBP2,Cytosol
STXBP3,Secretory
STXBP4,Cytosol
STXBP5,Cytosol
SUB1,Nuclear
SUCLA2,Mitochondria
SUCLG2,Mitochondria
SUDS3,Nuclear
SUFU,Cytosol
SUGT1,Cytosol
SULF1,Secretory
SULF2,Secretory
SULT1A1,Cytosol
SULT2B1,Cytosol
SUMF1,Nuclear
SUMF2,Nuclear
SUMO1,Nuclear
SUMO3,Nuclear
SUN1,Nuclear
SUN2,Nuclear
SUOX,Nuclear
SUPT16H,Nuclear
SUPT4H1,Nuclear
SUPT5H,Nuclear
SUPT6H,Nuclear
SUPV3L1,Mitochondria
SURF1,Mitochondria
SURF2,Nuclear
SURF4,Secretory
SURF6,Nuclear
SUSD2,Secretory
SUZ12,Nuclear
SVIL,Secretory
SWAP70,Cytosol
SYAP1,Cytosol
SYBU,Mitochondria
SYF2,Nuclear
SYK,Cytosol
SYMPK,Nuclear
SYNCRIP,Nuclear
SYNE2,Nuclear
SYNJ1,Cytosol
SYNJ2,Cytosol
SYNJ2BP,Mitochondria
SYNPO,Secretory
SYNPO2,Nuclear
SYNRG,Cytosol
SYPL1,Secretory
SYTL1,Secretory
SYTL2,Nuclear
SYTL4,Secretory
TAB1,Cytosol
TAB2,Cytosol
TAB3,Cytosol
TACC1,Secretory
TACC2,Cytosol
TACC3,Cytosol
TACO1,Mitochondria
TACSTD2,Secretory
TADA3,Nuclear
TAF1,Nuclear
TAF10,Nuclear
TAF15,Nuclear
TAF2,Nuclear
TAF4,Nuclear
TAF5,Nuclear
TAF5L,Nuclear
TAF6,Nuclear
TAF7,Cytosol
TAF8,Nuclear
TAF9,Cytosol
TAGLN,Cytosol
TAGLN2,Cytosol
TALDO1,Cytosol
TANC1,Cytosol
TANC2,Cytosol
TANK,Cytosol
TAOK1,Cytosol
TAOK2,Secretory
TAOK3,Cytosol
TAP1,Secretory
TAP2,Secretory
TAPBP,Secretory
TARBP1,Cytosol
TARBP2,Nuclear
TARDBP,Nuclear
TARS2,Mitochondria
TATDN1,Cytosol
TATDN3,Cytosol
TAX1BP1,Cytosol
TAX1BP3,Cytosol
TBC1D1,Cytosol
TBC1D10A,Secretory
TBC1D10B,Cytosol
TBC1D13,Cytosol
TBC1D15,Cytosol
TBC1D17,Cytosol
TBC1D2,Cytosol
TBC1D22A,Cytosol
TBC1D22B,Cytosol
TBC1D23,Cytosol
TBC1D24,Cytosol
TBC1D2B,Cytosol
TBC1D4,Cytosol
TBC1D5,Cytosol
TBC1D9,Cytosol
TBC1D9B,Cytosol
TBCA,Cytosol
TBCB,Cytosol
TBCC,Cytosol
TBCD,Cytosol
TBCE,Cytosol
TBCEL,Cytosol
TBCK,Cytosol
TBK1,Cytosol
TBL1X,Nuclear
TBL1XR1,Nuclear
TBL2,Secretory
TBL3,Nuclear
TBRG4,Mitochondria
TBX3,Nuclear
TC2N,Secretory
TCEA1,Nuclear
TCEA2,Nuclear
TCEA3,Nuclear
TCEAL4,Nuclear
TCERG1,Nuclear
TCF12,Nuclear
TCF20,Nuclear
TCF25,Secretory
TCF4,Cytosol
TCIRG1,Secretory
TCOF1,Nuclear
TCP1,Cytosol
TCP11L1,Cytosol
TDP1,Nuclear
TDP2,Nuclear
TDRD3,Nuclear
TDRD7,Cytosol
TDRKH,Mitochondria
TEAD1,Nuclear
TECPR1,Cytosol
TECPR2,Cytosol
TECR,Secretory
TELO2,Cytosol
TEP1,Nuclear
TERF2,Nuclear
TERF2IP,Nuclear
TES,Cytosol
TEX10,Nuclear
TEX264,Secretory
TF,Cytosol
TFAM,Mitochondria
TFAP2A,Nuclear
TFAP2C,Nuclear
TFAP4,Nuclear
TFB1M,Secretory
TFB2M,Mitochondria
TFDP1,Cytosol
TFEB,Cytosol
TFG,Cytosol
TFIP11,Nuclear
TFRC,Secretory
TGFB1,Secretory
TGFBI,Secretory
TGFBRAP1,Cytosol
TGM2,Cytosol
THADA,Cytosol
THBS1,Secretory
THBS4,Cytosol
THEM4,Mitochondria
THG1L,Cytosol
THNSL1,Mitochondria
THOC1,Nuclear
THOC2,Nuclear
THOC3,Cytosol
THOC5,Nuclear
THOC6,Nuclear
THOC7,Nuclear
THOP1,Cytosol
THRAP3,Nuclear
THSD4,Secretory
THTPA,Cytosol
THUMPD1,Nuclear
THUMPD3,Cytosol
THYN1,Nuclear
TIA1,Nuclear
TIFA,Cytosol
TIMM10,Mitochondria
TIMM44,Mitochondria
TIMM50,Mitochondria
TIMM8A,Nuclear
TIMM8B,Nuclear
TIMP2,Secretory
TIPRL,Cytosol
TJAP1,Cytosol
TJP2,Cytosol
TJP3,Cytosol
TK1,Cytosol
TKT,Cytosol
TLE1,Nuclear
TLE2,Cytosol
TLE3,Nuclear
TLE4,Nuclear
TLK1,Nuclear
TLK2,Nuclear
TLN1,Cytosol
TLN2,Cytosol
TM9SF2,Secretory
TM9SF3,Secretory
TM9SF4,Secretory
TMCO4,Cytosol
TMED10,Secretory
TMED2,Secretory
TMED3,Secretory
TMED4,Secretory
TMED5,Secretory
TMED8,Cytosol
TMED9,Secretory
TMEM106B,Secretory
TMEM109,Secretory
TMEM11,Mitochondria
TMEM115,Secretory
TMEM126A,Mitochondria
TMEM132A,Secretory
TMEM214,Secretory
TMEM43,Secretory
TMEM70,Mitochondria
TMEM87A,Secretory
TMF1,Secretory
TMLHE,Mitochondria
TMOD1,Cytosol
TMOD2,Cytosol
TMOD3,Cytosol
TMPO,Nuclear
TMSB10,Cytosol
TMTC3,Secretory
TMX1,Secretory
TMX2,Secretory
TMX3,Secretory
TMX4,Secretory
TNFAIP1,Cytosol
TNFAIP2,Cytosol
TNFAIP8,Cytosol
TNIK,Cytosol
TNIP1,Cytosol
TNIP2,Cytosol
TNKS1BP1,Cytosol
TNPO1,Cytosol
TNPO2,Cytosol
TNPO3,Cytosol
TNRC18,Nuclear
TNRC6B,Cytosol
TNRC6C,Cytosol
TNS3,Cytosol
TOE1,Nuclear
TOLLIP,Cytosol
TOM1,Cytosol
TOM1L1,Cytosol
TOM1L2,Cytosol
TOMM20,Mitochondria
TOMM22,Mitochondria
TOMM34,Cytosol
TOMM40,Mitochondria
TOMM5,Mitochondria
TOMM6,Mitochondria
TOP1,Nuclear
TOP1MT,Secretory
TOP2A,Nuclear
TOP2B,Nuclear
TOP3A,Secretory
TOP3B,Nuclear
TOPBP1,Nuclear
TOR1A,Secretory
TOR1AIP1,Nuclear
TOR1AIP2,Secretory
TOR1B,Secretory
TOR2A,Secretory
TOR3A,Secretory
TOX4,Nuclear
TP53BP1,Nuclear
TP53BP2,Cytosol
TP53I3,Cytosol
TPBG,Secretory
TPD52,Cytosol
TPD52L1,Cytosol
TPI1,Cytosol
TPK1,Cytosol
TPM1,Cytosol
TPM2,Cytosol
TPM3,Cytosol
TPM4,Cytosol
TPMT,Cytosol
TPP1,Secretory
TPPP,Cytosol
TPPP3,Cytosol
TPR,Nuclear
TPRG1L,Secretory
TPRKB,Cytosol
TPRN,Secretory
TPT1,Cytosol
TPX2,Nuclear
TRA2A,Nuclear
TRA2B,Nuclear
TRADD,Cytosol
TRAF2,Cytosol
TRAF3IP1,Cytosol
TRAF4,Cytosol
TRAF5,Cytosol
TRAF6,Cytosol
TRAFD1,Cytosol
TRAP1,Mitochondria
TRAPPC1,Cytosol
TRAPPC10,Cytosol
TRAPPC2L,Cytosol
TRAPPC3,Cytosol
TRAPPC4,Cytosol
TRAPPC5,Cytosol
TRAPPC6A,Cytosol
TRAPPC6B,Cytosol
TRIAP1,Nuclear
TRIM14,Secretory
TRIM16L,Cytosol
TRIM2,Cytosol
TRIM21,Cytosol
TRIM23,Cytosol
TRIM24,Nuclear
TRIM25,Cytosol
TRIM26,Cytosol
TRIM27,Secretory
TRIM28,Nuclear
TRIM3,Cytosol
TRIM33,Nuclear
TRIM4,Secretory
TRIM47,Cytosol
TRIM5,Cytosol
TRIM56,Nuclear
TRIM65,Cytosol
TRIO,Cytosol
TRIOBP,Cytosol
TRIP10,Cytosol
TRIP11,Secretory
TRIP12,Nuclear
TRIP13,Cytosol
TRIP4,Cytosol
TRIP6,Cytosol
TRMT1,Nuclear
TRMT11,Cytosol
TRMT112,Cytosol
TRMT2A,Nuclear
TRMT5,Nuclear
TRMT6,Nuclear
TRMT61A,Nuclear
TRMT61B,Mitochondria
TRMU,Mitochondria
TRNT1,Cytosol
TRO,Nuclear
TRPS1,Nuclear
TRRAP,Nuclear
TRUB1,Nuclear
TRUB2,Secretory
TSC1,Cytosol
TSC2,Cytosol
TSC22D1,Cytosol
TSC22D2,Cytosol
TSC22D3,Cytosol
TSC22D4,Cytosol
TSEN15,Nuclear
TSEN34,Nuclear
TSEN54,Nuclear
TSFM,Mitochondria
TSG101,Cytosol
TSN,Cytosol
TSNAX,Cytosol
TSPAN15,Secretory
TSPYL1,Nuclear
TSPYL5,Nuclear
TSR1,Nuclear
TSR2,Cytosol
TST,Mitochondria
TSTD1,Cytosol
TTC1,Cytosol
TTC17,Secretory
TTC21B,Cytosol
TTC27,Cytosol
TTC28,Cytosol
TTC33,Nuclear
TTC37,Cytosol
TTC38,Cytosol
TTC39A,Cytosol
TTC39B,Cytosol
TTC39C,Cytosol
TTC4,Cytosol
TTC5,Cytosol
TTC7A,Secretory
TTC9,Cytosol
TTC9C,Cytosol
TTF2,Cytosol
TTL,Cytosol
TTLL12,Cytosol
TTPAL,Cytosol
TUBA1C,Cytosol
TUBA4A,Cytosol
TUBB,Cytosol
TUBB1,Cytosol
TUBB2A,Cytosol
TUBB6,Cytosol
TUBG1,Cytosol
TUBGCP2,Cytosol
TUBGCP3,Cytosol
TUBGCP6,Cytosol
TUFM,Mitochondria
TUFT1,Cytosol
TUT1,Nuclear
TWF1,Cytosol
TWF2,Cytosol
TXLNA,Cytosol
TXLNG,Cytosol
TXN,Cytosol
TXN2,Mitochondria
TXNDC12,Nuclear
TXNDC17,Cytosol
TXNDC5,Nuclear
TXNDC9,Cytosol
TXNL1,Cytosol
TXNL4A,Nuclear
TXNRD1,Cytosol
TYK2,Secretory
TYMP,Cytosol
U2AF1,Nuclear
U2AF1L4,Nuclear
UACA,Cytosol
UAP1,Cytosol
UAP1L1,Cytosol
UBA1,Cytosol
UBA2,Nuclear
UBA3,Cytosol
UBA5,Cytosol
UBA6,Cytosol
UBAC1,Cytosol
UBAP1,Cytosol
UBAP2,Cytosol
UBAP2L,Cytosol
UBE2A,Cytosol
UBE2B,Cytosol
UBE2C,Cytosol
UBE2D2,Cytosol
UBE2D3,Cytosol
UBE2D4,Cytosol
UBE2E1,Cytosol
UBE2E3,Cytosol
UBE2F,Cytosol
UBE2G1,Cytosol
UBE2G2,Secretory
UBE2H,Cytosol
UBE2I,Cytosol
UBE2K,Cytosol
UBE2L3,Cytosol
UBE2L6,Cytosol
UBE2M,Cytosol
UBE2N,Cytosol
UBE2O,Cytosol
UBE2Q1,Cytosol
UBE2Q2,Cytosol
UBE2R2,Cytosol
UBE2S,Cytosol
UBE2T,Nuclear
UBE2V2,Cytosol
UBE2Z,Cytosol
UBE3A,Cytosol
UBE3B,Cytosol
UBE3C,Cytosol
UBE4A,Secretory
UBE4B,Cytosol
UBFD1,Cytosol
UBL4A,Cytosol
UBL5,Cytosol
UBL7,Cytosol
UBP1,Cytosol
UBQLN1,Cytosol
UBQLN2,Cytosol
UBQLN4,Cytosol
UBR1,Cytosol
UBR2,Cytosol
UBR3,Cytosol
UBR4,Cytosol
UBR5,Nuclear
UBR7,Nuclear
UBTD2,Secretory
UBTF,Nuclear
UBXN1,Cytosol
UBXN2B,Cytosol
UBXN4,Secretory
UBXN6,Cytosol
UBXN7,Nuclear
UCHL3,Cytosol
UCHL5,Cytosol
UCK1,Cytosol
UCK2,Cytosol
UCKL1,Cytosol
UEVLD,Cytosol
UFC1,Cytosol
UFM1,Cytosol
UFSP2,Secretory
UGDH,Cytosol
UGGT1,Secretory
UGGT2,Secretory
UGP2,Cytosol
UHRF1BP1,Cytosol
UHRF1BP1L,Cytosol
UHRF2,Nuclear
UIMC1,Nuclear
ULK3,Cytosol
UMPS,Cytosol
UNC119,Cytosol
UNC119B,Cytosol
UNC13D,Cytosol
UNC45A,Cytosol
UNG,Nuclear
UPF1,Nuclear
UPF2,Cytosol
UPF3B,Nuclear
UPRT,Cytosol
UQCR10,Mitochondria
UQCRB,Mitochondria
UQCRC1,Mitochondria
UQCRC2,Mitochondria
UQCRFS1,Mitochondria
UQCRH,Mitochondria
UQCRQ,Mitochondria
URB1,Nuclear
URB2,Nuclear
UROD,Cytosol
UROS,Cytosol
USE1,Secretory
USF1,Nuclear
USF2,Nuclear
