Protein,Localization
LOXL2,Secretory
LPCAT1,Secretory
LPCAT2,Secretory
LPCAT4,Secretory
LPGAT1,Secretory
LPHN2,Secretory
LPIN1,Cytosol
LPIN2,Cytosol
LPIN3,Cytosol
LPP,Cytosol
LRBA,Cytosol
LRCH1,Secretory
LRCH3,Cytosol
LRG1,Cytosol
LRIF1,Nuclear
LRIG1,Secretory
LRP1,Secretory
LRP10,Secretory
LRP12,Secretory
LRP5,Secretory
LRP6,Secretory
LRP8,Secretory
LRPAP1,Nuclear
LRPPRC,Mitochondria
LRRC1,Mitochondria
LRRC14,Cytosol
LRRC15,Secretory
LRRC16A,Cytosol
LRRC20,Cytosol
LRRC26,Secretory
LRRC40,Cytosol
LRRC41,Nuclear
LRRC42,Nuclear
LRRC45,Cytosol
LRRC47,Cytosol
LRRC57,Cytosol
LRRC59,Secretory
LRRC8A,Secretory
LRRC8B,Secretory
LRRC8C,Secretory
LRRC8D,Secretory
LRRC8E,Secretory
LRRCC1,Nuclear
LRRFIP1,Cytosol
LRRFIP2,Cytosol
LRSAM1,Cytosol
LRWD1,Nuclear
LSG1,Secretory
LSM1,Cytosol
LSM10,Nuclear
LSM12,Cytosol
LSM14A,Nuclear
LSM14B,Nuclear
LSM3,Cytosol
LSM4,Nuclear
LSM5,Nuclear
LSM6,Nuclear
LSR,Secretory
LSS,Secretory
LTA4H,Cytosol
LTBP1,Secretory
LTBP3,Secretory
LTBP4,Cytosol
LTBR,Secretory
LTF,Cytosol
LTN1,Cytosol
LTV1,Cytosol
LUC7L,Nuclear
LUC7L3,Nuclear
LUM,Cytosol
LURAP1L,Cytosol
LUZP1,Nuclear
LXN,Cytosol
LYAR,Nuclear
LYN,Secretory
LYPD3,Secretory
LYPLA1,Cytosol
LYPLA2,Cytosol
LYPLAL1,Cytosol
LYRM1,Mitochondria
LYRM2,Mitochondria
LYRM5,Mitochondria
LYRM7,Mitochondria
LYSMD1,Cytosol
LYSMD2,Cytosol
LYSMD3,Secretory
LYST,Cytosol
LZIC,Cytosol
LZTFL1,Cytosol
LZTR1,Cytosol
M6PR,Secretory
MACC1,Cytosol
MACF1,Cytosol
MACROD1,Mitochondria
MACROD2,Cytosol
MAD1L1,Nuclear
MAD2L1,Cytosol
MAD2L1BP,Cytosol
MADD,Cytosol
MAEA,Cytosol
MAF1,Cytosol
MAFF,Nuclear
MAFG,Nuclear
MAFK,Nuclear
MAGED1,Cytosol
MAGED2,Cytosol
MAGEH1,Secretory
MAGI3,Cytosol
MAGT1,Secretory
MAK16,Nuclear
MAL2,Secretory
MALSU1,Mitochondria
MALT1,Cytosol
MAN1A1,Secretory
MAN1A2,Secretory
MAN1B1,Secretory
MAN1C1,Secretory
MAN2A1,Secretory
MAN2A2,Secretory
MAN2C1,Cytosol
MANBAL,Secretory
MANEA,Secretory
MANSC1,Secretory
MAOA,Mitochondria
MAOB,Mitochondria
MAP1A,Cytosol
MAP1B,Cytosol
MAP1S,Cytosol
MAP2,Cytosol
MAP2K1,Cytosol
MAP2K2,Cytosol
MAP2K3,Cytosol
MAP2K4,Cytosol
MAP2K5,Cytosol
MAP2K6,Cytosol
MAP2K7,Cytosol
MAP3K11,Secretory
MAP3K2,Cytosol
MAP3K3,Cytosol
MAP3K4,Cytosol
MAP3K5,Cytosol
MAP3K6,Cytosol
MAP3K7,Cytosol
MAP4,Cytosol
MAP4K2,Cytosol
MAP4K3,Cytosol
MAP4K4,Nuclear
MAP4K5,Cytosol
MAP7,Nuclear
MAP7D1,Nuclear
MAP7D3,Nuclear
MAPK1,Cytosol
MAPK11,Cytosol
MAPK12,Cytosol
MAPK13,Cytosol
MAPK14,Cytosol
MAPK15,Cytosol
MAPK3,Cytosol
MAPK7,Cytosol
MAPK8,Cytosol
MAPK9,Cytosol
MAPKAP1,Cytosol
MAPKAPK2,Cytosol
MAPKAPK3,Cytosol
MAPKAPK5,Cytosol
MAPRE1,Cytosol
MAPRE2,Cytosol
MAPRE3,Cytosol
MARCKSL1,Cytosol
MARK1,Nuclear
MARK2,Secretory
MARK3,Cytosol
MARK4,Cytosol
MARS,Cytosol
MARS2,Mitochondria
MARVELD2,Secretory
MASP1,Cytosol
MAST2,Cytosol
MAST3,Cytosol
MAST4,Cytosol
MASTL,Nuclear
MAT2A,Cytosol
MAT2B,Cytosol
MATN2,Secretory
MATN3,Secretory
MATR3,Nuclear
MAU2,Nuclear
MAVS,Mitochondria
MAX,Nuclear
MAZ,Nuclear
MB,Cytosol
MB21D1,Nuclear
MB21D2,Cytosol
MBD1,Nuclear
MBD2,Nuclear
MBD3,Nuclear
MBD4,Nuclear
MBIP,Nuclear
MBLAC1,Cytosol
MBLAC2,Secretory
MBNL1,Nuclear
MBNL2,Nuclear
MBOAT1,Secretory
MBOAT2,Secretory
MBOAT7,Secretory
MBP,Cytosol
MBTD1,Nuclear
MBTPS1,Secretory
MCAM,Secretory
MCAT,Mitochondria
MCC,Cytosol
MCCC1,Mitochondria
MCCC2,Mitochondria
MCF2L,Secretory
MCFD2,Secretory
MCL1,Mitochondria
MCM2,Nuclear
MCM3,Nuclear
MCM3AP,Nuclear
MCM4,Nuclear
MCM5,Nuclear
MCM6,Nuclear
MCM7,Nuclear
MCMBP,Nuclear
MCRS1,Nuclear
MCTS1,Cytosol
MCU,Mitochondria
MCUR1,Mitochondria
MDC1,Nuclear
MDH1,Cytosol
MDH2,Mitochondria
MDK,Secretory
MDM1,Secretory
MDM4,Cytosol
MDN1,Nuclear
ME1,Cytosol
ME2,Mitochondria
MEA1,Cytosol
MEAF6,Nuclear
MECP2,Nuclear
MECR,Mitochondria
MED1,Nuclear
MED10,Nuclear
MED12,Nuclear
MED13,Nuclear
MED13L,Nuclear
MED14,Nuclear
MED15,Nuclear
MED16,Nuclear
MED17,Nuclear
MED19,Nuclear
MED20,Nuclear
MED21,Nuclear
MED22,Nuclear
MED23,Nuclear
MED24,Nuclear
MED25,Nuclear
MED28,Nuclear
MED29,Nuclear
MED31,Nuclear
MED4,Nuclear
MED6,Nuclear
MED7,Nuclear
MED8,Nuclear
MED9,Nuclear
MEF2A,Nuclear
MEF2D,Nuclear
MEGF8,Secretory
MEGF9,Secretory
MEIS1,Nuclear
MELK,Cytosol
MEMO1,Cytosol
MEN1,Nuclear
MEPCE,Nuclear
MESDC2,Nuclear
MEST,Mitochondria
MET,Secretory
METAP1,Cytosol
METAP2,Cytosol
METTL1,Nuclear
METTL10,Cytosol
METTL13,Cytosol
METTL14,Nuclear
METTL15,Mitochondria
METTL16,Nuclear
METTL17,Secretory
METTL18,Nuclear
METTL25,Cytosol
METTL2B,Cytosol
METTL3,Nuclear
METTL5,Cytosol
METTL7A,Secretory
METTL7B,Secretory
METTL8,Secretory
METTL9,Secretory
MEX3A,Nuclear
MEX3C,Cytosol
MEX3D,Cytosol
MFAP1,Nuclear
MFF,Mitochondria
MFGE8,Secretory
MFHAS1,Cytosol
MFI2,Secretory
MFN1,Mitochondria
MFN2,Mitochondria
MFSD1,Secretory
MFSD6,Secretory
MFSD8,Secretory
MFSD9,Secretory
MGA,Nuclear
MGAT1,Secretory
MGAT2,Secretory
MGAT4A,Secretory
MGAT5,Secretory
MGEA5,Cytosol
MGLL,Cytosol
MGME1,Mitochondria
MGMT,Cytosol
MGRN1,Secretory
MGST1,Secretory
MGST2,Secretory
MGST3,Mitochondria
MIA3,Secretory
MIB1,Nuclear
MIB2,Cytosol
MICAL1,Cytosol
MICAL2,Secretory
MICAL3,Cytosol
MICALL1,Cytosol
MICU2,Mitochondria
MID2,Cytosol
MIEF1,Mitochondria
MIEN1,Cytosol
MIER1,Nuclear
MIER3,Nuclear
MIF,Cytosol
MIF4GD,Cytosol
MINA,Nuclear
MINK1,Nuclear
MINPP1,Secretory
MIOS,Nuclear
MIPEP,Mitochondria
MIPOL1,Cytosol
MIS18A,Cytosol
MITD1,Cytosol
MKI67,Nuclear
MKKS,Mitochondria
MKL1,Cytosol
MKL2,Cytosol
MKLN1,Cytosol
MKNK1,Cytosol
MKNK2,Cytosol
MKRN1,Nuclear
MKRN2,Cytosol
MKS1,Secretory
MLEC,Secretory
MLF1,Cytosol
MLF2,Nuclear
MLH1,Nuclear
MLKL,Cytosol
MLLT1,Nuclear
MLLT10,Nuclear
MLLT3,Nuclear
MLLT6,Nuclear
MLPH,Cytosol
MLST8,Cytosol
MLX,Cytosol
MLXIP,Cytosol
MLYCD,Mitochondria
MMAA,Mitochondria
MMAB,Mitochondria
MMACHC,Cytosol
MMADHC,Cytosol
MME,Secretory
MMGT1,Secretory
MMP15,Secretory
MMS19,Cytosol
MMS22L,Nuclear
MNAT1,Nuclear
MND1,Nuclear
MNT,Nuclear
MOB2,Cytosol
MOB3A,Cytosol
MOCOS,Cytosol
MOCS1,Mitochondria
MOCS2,Cytosol
MOCS3,Cytosol
MOGS,Secretory
MON1A,Cytosol
MON1B,Cytosol
MON2,Cytosol
MORC2,Nuclear
MORC3,Nuclear
MORC4,Nuclear
MORF4L1,Nuclear
MORF4L2,Nuclear
MOSPD1,Secretory
MOSPD2,Secretory
MOSPD3,Secretory
MOV10,Nuclear
MPDU1,Mitochondria
MPDZ,Secretory
MPG,Nuclear
MPHOSPH10,Nuclear
MPHOSPH6,Nuclear
MPHOSPH8,Nuclear
MPI,Cytosol
MPND,Nuclear
MPP2,Mitochondria
MPP5,Secretory
MPPE1,Secretory
MPRIP,Secretory
MPST,Cytosol
MPZL1,Secretory
MR1,Secretory
MRC2,Secretory
MRE11A,Nuclear
MREG,Secretory
MRFAP1,Nuclear
MRGBP,Nuclear
MRI1,Cytosol
MRM1,Secretory
MROH1,Cytosol
MRPL1,Secretory
MRPL11,Secretory
MRPL13,Secretory
MRPL14,Mitochondria
MRPL15,Secretory
MRPL16,Secretory
MRPL17,Secretory
MRPL18,Secretory
MRPL19,Secretory
MRPL2,Secretory
MRPL20,Secretory
MRPL21,Secretory
MRPL22,Secretory
MRPL23,Secretory
MRPL24,Secretory
MRPL27,Secretory
MRPL28,Secretory
MRPL3,Secretory
MRPL32,Secretory
MRPL35,Secretory
MRPL37,Secretory
MRPL38,Secretory
MRPL39,Secretory
MRPL40,Secretory
MRPL41,Secretory
MRPL42,Secretory
MRPL43,Secretory
MRPL44,Secretory
MRPL45,Secretory
MRPL46,Secretory
MRPL47,Secretory
MRPL48,Secretory
MRPL49,Secretory
MRPL50,Secretory
MRPL52,Secretory
MRPL53,Secretory
MRPL54,Secretory
MRPL55,Secretory
MRPL9,Secretory
MRPS10,Secretory
MRPS11,Secretory
MRPS12,Secretory
MRPS14,Secretory
MRPS15,Secretory
MRPS16,Secretory
MRPS18A,Secretory
MRPS18B,Secretory
MRPS2,Secretory
MRPS22,Secretory
MRPS23,Secretory
MRPS24,Secretory
MRPS25,Secretory
MRPS26,Secretory
MRPS27,Secretory
MRPS28,Secretory
MRPS30,Secretory
MRPS31,Secretory
MRPS33,Secretory
MRPS34,Secretory
MRPS35,Secretory
MRPS36,Secretory
MRPS5,Secretory
MRPS6,Secretory
MRPS7,Secretory
MRPS9,Secretory
MRRF,Mitochondria
MRS2,Mitochondria
MRTO4,Nuclear
MSANTD2,Cytosol
MSANTD4,Nuclear
MSH2,Nuclear
MSH3,Nuclear
MSH6,Nuclear
MSI2,Nuclear
MSL1,Nuclear
MSL2,Nuclear
MSL3,Nuclear
MSMO1,Secretory
MSN,Secretory
MSRA,Cytosol
MST1R,Secretory
MSTO1,Cytosol
MSX2,Cytosol
MTA1,Nuclear
MTA2,Nuclear
MTA3,Nuclear
MTCH1,Mitochondria
MTCH2,Mitochondria
MTDH,Secretory
MTERF,Secretory
MTERFD2,Mitochondria
MTERFD3,Mitochondria
MTF1,Cytosol
MTF2,Nuclear
MTFMT,Mitochondria
MTFP1,Mitochondria
MTFR1,Mitochondria
MTFR1L,Mitochondria
MTG2,Mitochondria
MTHFD1,Cytosol
MTHFD1L,Mitochondria
MTHFR,Cytosol
MTHFSD,Nuclear
MTIF2,Mitochondria
MTIF3,Mitochondria
MTL5,Cytosol
MTM1,Cytosol
MTMR1,Cytosol
MTMR11,Cytosol
MTMR12,Cytosol
MTMR14,Cytosol
MTMR2,Cytosol
MTMR3,Cytosol
MTMR6,Cytosol
MTMR9,Cytosol
MTO1,Mitochondria
MTOR,Cytosol
MTPAP,Mitochondria
MTPN,Cytosol
MTR,Cytosol
MTRF1L,Mitochondria
MTRR,Cytosol
MTSS1,Cytosol
MTSS1L,Cytosol
MTURN,Cytosol
MTUS1,Secretory
MTX1,Mitochondria
MTX2,Mitochondria
MTX3,Mitochondria
MUC1,Secretory
MUC5B,Secretory
MUCL1,Nuclear
MUL1,Mitochondria
MUM1,Nuclear
MUS81,Nuclear
MUT,Mitochondria
MVB12A,Cytosol
MVB12B,Cytosol
MVD,Cytosol
MVK,Cytosol
MVP,Nuclear
MXRA7,Secretory
MYBBP1A,Nuclear
MYC,Nuclear
MYCBP,Cytosol
MYD88,Cytosol
MYEF2,Nuclear
MYEOV2,Cytosol
MYH10,Cytosol
MYH14,Cytosol
MYH9,Cytosol
MYL6,Cytosol
MYL6B,Cytosol
MYL9,Cytosol
MYLK,Cytosol
MYO10,Cytosol
MYO19,Mitochondria
MYO1B,Secretory
MYO1C,Secretory
MYO1D,Secretory
MYO1E,Cytosol
MYO5A,Cytosol
MYO5B,Secretory
MYO5C,Secretory
MYO6,Cytosol
MYO9A,Cytosol
MYO9B,Cytosol
MYOF,Secretory
MYSM1,Nuclear
MZT1,Cytosol
N4BP1,Cytosol
N4BP2,Cytosol
N4BP2L2,Nuclear
N4BP3,Secretory
N6AMT1,Cytosol
N6AMT2,Cytosol
NAA10,Cytosol
NAA15,Cytosol
NAA16,Cytosol
NAA20,Cytosol
NAA25,Cytosol
NAA30,Cytosol
NAA35,Cytosol
NAA50,Cytosol
NAAA,Secretory
NAALADL2,Secretory
NAB1,Nuclear
NAB2,Nuclear
NACA,Cytosol
NACA2,Cytosol
NACC1,Nuclear
NADK,Cytosol
NADK2,Mitochondria
NADSYN1,Cytosol
NAE1,Cytosol
NAF1,Nuclear
NAGA,Nuclear
NAGK,Cytosol
NAIF1,Nuclear
NAMPT,Cytosol
NANP,Cytosol
NANS,Cytosol
NAP1L1,Cytosol
NAP1L4,Cytosol
NAPB,Cytosol
NAPEPLD,Secretory
NAPG,Cytosol
NAPRT1,Cytosol
NARF,Cytosol
NARFL,Cytosol
NARS,Cytosol
NARS2,Mitochondria
NASP,Nuclear
NAT1,Cytosol
NAT10,Nuclear
NAT14,Secretory
NAT6,Cytosol
NAV1,Cytosol
NAV2,Cytosol
NBAS,Secretory
NBEA,Cytosol
NBEAL1,Cytosol
NBEAL2,Cytosol
NBN,Nuclear
NBR1,Secretory
NCALD,Cytosol
NCAM2,Secretory
NCAPD2,Cytosol
NCAPD3,Nuclear
NCAPG,Cytosol
NCAPH,Cytosol
NCAPH2,Nuclear
NCBP1,Nuclear
NCBP2,Nuclear
NCCRP1,Cytosol
NCDN,Cytosol
NCEH1,Secretory
NCK1,Cytosol
NCK2,Cytosol
NCKAP1,Cytosol
NCKAP5L,Cytosol
NCKIPSD,Cytosol
NCL,Nuclear
NCLN,Secretory
NCOA1,Cytosol
NCOA2,Nuclear
NCOA3,Nuclear
NCOA4,Cytosol
NCOA5,Nuclear
NCOA6,Nuclear
NCOA7,Cytosol
NCOR1,Nuclear
NCOR2,Nuclear
NCSTN,Secretory
NDC80,Cytosol
NDE1,Cytosol
NDEL1,Cytosol
NDFIP1,Secretory
NDNL2,Nuclear
NDOR1,Cytosol
NDRG1,Cytosol
NDRG2,Cytosol
NDRG3,Cytosol
NDST1,Secretory
NDUFA10,Mitochondria
NDUFA11,Mitochondria
NDUFA12,Mitochondria
NDUFA2,Mitochondria
NDUFA3,Mitochondria
NDUFA4,Mitochondria
NDUFA5,Mitochondria
NDUFA6,Mitochondria
NDUFA8,Mitochondria
NDUFA9,Mitochondria
NDUFAF1,Mitochondria
NDUFAF2,Mitochondria
NDUFAF3,Mitochondria
NDUFAF4,Mitochondria
NDUFAF5,Mitochondria
NDUFAF6,Mitochondria
NDUFAF7,Mitochondria
NDUFB1,Mitochondria
NDUFB10,Mitochondria
NDUFB11,Mitochondria
NDUFB3,Mitochondria
NDUFB4,Mitochondria
NDUFB5,Mitochondria
NDUFB6,Mitochondria
NDUFB7,Mitochondria
NDUFB8,Mitochondria
NDUFB9,Mitochondria
NDUFC1,Mitochondria
NDUFC2,Mitochondria
NDUFS1,Mitochondria
NDUFS2,Mitochondria
NDUFS3,Mitochondria
NDUFS4,Mitochondria
NDUFS5,Mitochondria
NDUFS6,Mitochondria
NDUFS7,Mitochondria
NDUFS8,Mitochondria
NDUFV1,Mitochondria
NDUFV2,Mitochondria
NDUFV3,Mitochondria
NEBL,Cytosol
NECAP1,Cytosol
NECAP2,Cytosol
NEDD1,Cytosol
NEDD4,Cytosol
NEDD4L,Cytosol
NEDD9,Cytosol
NEIL1,Nuclear
NEK1,Cytosol
NEK11,Cytosol
NEK3,Cytosol
NEK4,Cytosol
NEK6,Cytosol
NEK7,Cytosol
NEK9,Cytosol
NELFA,Nuclear
NELFB,Nuclear
NELFCD,Nuclear
NELFE,Nuclear
NEMF,Cytosol
NENF,Nuclear
NEO1,Secretory
NES,Cytosol
NEU3,Secretory
NEURL4,Secretory
NF1,Cytosol
NF2,Secretory
NFATC1,Cytosol
NFATC2,Cytosol
NFATC2IP,Nuclear
NFATC3,Cytosol
NFIC,Nuclear
NFIL3,Nuclear
NFKB1,Cytosol
NFKB2,Cytosol
NFKBIA,Cytosol
NFKBIB,Cytosol
NFKBIE,Cytosol
NFKBIL1,Nuclear
NFRKB,Nuclear
NFS1,Mitochondria
NFU1,Mitochondria
NFX1,Nuclear
NFXL1,Secretory
NFYA,Nuclear
NFYB,Nuclear
NFYC,Nuclear
NGDN,Nuclear
NGLY1,Cytosol
NGRN,Secretory
NHEJ1,Cytosol
NHLRC2,Cytosol
NHP2,Nuclear
NHP2L1,Nuclear
NHS,Secretory
NHSL1,Cytosol
NHSL2,Secretory
NIF3L1,Cytosol
NIFK,Nuclear
NIN,Cytosol
NINJ1,Secretory
NIP7,Nuclear
NIPA1,Secretory
NIPA2,Secretory
NIPAL2,Secretory
NIPBL,Nuclear
NIPSNAP1,Mitochondria
NIPSNAP3A,Mitochondria
NIPSNAP3B,Mitochondria
NIT1,Cytosol
NIT2,Cytosol
NKAP,Nuclear
NKIRAS1,Cytosol
NKIRAS2,Cytosol
NKRF,Nuclear
NKTR,Nuclear
NLE1,Nuclear
NLN,Cytosol
NLRX1,Mitochondria
NMD3,Cytosol
NME1,Cytosol
NME3,Mitochondria
NME7,Cytosol
NMI,Cytosol
NMNAT1,Nuclear
NMRAL1,Cytosol
NMRK1,Cytosol
NMT1,Cytosol
NMT2,Cytosol
NNT,Mitochondria
NOA1,Secretory
NOB1,Cytosol
NOC2L,Nuclear
NOC3L,Nuclear
NOC4L,Nuclear
NOL10,Nuclear
NOL11,Nuclear
NOL12,Nuclear
NOL3,Cytosol
NOL6,Nuclear
NOL7,Nuclear
NOL8,Nuclear
NOL9,Nuclear
NOLC1,Nuclear
NOM1,Nuclear
NOMO1,Secretory
NONO,Nuclear
NOP10,Nuclear
NOP14,Nuclear
NOP16,Nuclear
NOP2,Nuclear
NOP56,Nuclear
NOP58,Nuclear
NOP9,Nuclear
NOSIP,Nuclear
NOTCH1,Secretory
NOTCH2,Secretory
NOTCH3,Secretory
NOVA1,Nuclear
NOVA2,Nuclear
NOXA1,Cytosol
NPAT,Nuclear
NPC1,Secretory
NPC2,Nuclear
NPDC1,Secretory
NPEPPS,Cytosol
NPHP3,Cytosol
NPLOC4,Nuclear
NPM1,Nuclear
NPM3,Nuclear
NPNT,Secretory
NPRL2,Cytosol
NPRL3,Cytosol
NPTN,Secretory
NPTXR,Secretory
NQO1,Cytosol
NQO2,Cytosol
NR1H2,Nuclear
NR2C1,Nuclear
NR2C2,Nuclear
NR2C2AP,Cytosol
NR2F2,Nuclear
NR2F6,Nuclear
NR3C1,Cytosol
NRBF2,Cytosol
NRBP1,Cytosol
NRBP2,Cytosol
NRCAM,Secretory
NRD1,Cytosol
NRDE2,Nuclear
NRF1,Nuclear
NRP1,Secretory
NRP2,Secretory
NSA2,Nuclear
NSD1,Nuclear
NSDHL,Secretory
NSF,Secretory
NSFL1C,Cytosol
NSL1,Nuclear
NSMAF,Cytosol
NSMCE2,Nuclear
NSMCE4A,Nuclear
NSRP1,Nuclear
NSUN2,Nuclear
NSUN3,Mitochondria
NSUN4,Secretory
NSUN5,Nuclear
NSUN6,Cytosol
NT5C,Cytosol
NT5C2,Cytosol
NT5C3A,Mitochondria
NT5C3B,Cytosol
NT5DC1,Cytosol
NT5DC2,Mitochondria
NT5DC3,Mitochondria
NT5E,Secretory
NTAN1,Cytosol
NTHL1,Nuclear
NTM,Nuclear
NTMT1,Cytosol
NTN1,Secretory
NTN4,Secretory
NTPCR,Cytosol
NUB1,Cytosol
NUBP1,Cytosol
NUBP2,Cytosol
NUBPL,Mitochondria
NUCB1,Secretory
NUCB2,Secretory
NUDC,Cytosol
NUDCD1,Cytosol
NUDCD2,Cytosol
NUDCD3,Cytosol
NUDT1,Cytosol
NUDT12,Cytosol
NUDT14,Cytosol
NUDT15,Cytosol
NUDT16,Cytosol
NUDT16L1,Nuclear
NUDT18,Cytosol
NUDT19,Mitochondria
NUDT2,Cytosol
NUDT21,Nuclear
NUDT3,Cytosol
NUDT4,Cytosol
NUDT5,Cytosol
NUDT6,Mitochondria
NUDT8,Mitochondria
NUDT9,Cytosol
NUF2,Cytosol
NUFIP1,Nuclear
NUFIP2,Nuclear
NUMA1,Nuclear
NUMB,Secretory
NUP107,Nuclear
NUP133,Nuclear
NUP153,Nuclear
NUP155,Nuclear
NUP160,Nuclear
NUP205,Nuclear
NUP210,Nuclear
NUP214,Cytosol
NUP35,Nuclear
NUP37,Cytosol
NUP43,Cytosol
NUP50,Nuclear
NUP54,Nuclear
NUP62,Cytosol
NUP85,Nuclear
NUP88,Cytosol
NUP93,Nuclear
NUP98,Nuclear
NUS1,Secretory
NUSAP1,Nuclear
NUTF2,Cytosol
NVL,Nuclear
NXF1,Nuclear
NXN,Cytosol
NXPE3,Secretory
NXT1,Nuclear
NXT2,Nuclear
NYNRIN,Cytosol
OAF,Cytosol
OARD1,Cytosol
OAS3,Cytosol
OAT,Mitochondria
OBFC1,Cytosol
OBSL1,Cytosol
OCIAD1,Mitochondria
OCIAD2,Mitochondria
OCLN,Secretory
OCRL,Cytosol
OFD1,Cytosol
OGDH,Secretory
OGFOD1,Nuclear
OGFOD2,Cytosol
OGFOD3,Secretory
OGFR,Cytosol
OGFRL1,Cytosol
OGG1,Nuclear
OGT,Cytosol
OLA1,Cytosol
OLFM1,Secretory
OLFML2A,Secretory
OMA1,Mitochondria
OPA1,Mitochondria
OPHN1,Cytosol
OPLAH,Cytosol
OPTN,Cytosol
ORAI1,Secretory
ORAI2,Secretory
ORAOV1,Cytosol
ORC1,Nuclear
ORC2,Nuclear
ORC3,Nuclear
ORC4,Nuclear
ORC5,Nuclear
ORC6,Nuclear
ORM2,Nuclear
OS9,Secretory
OSBP,Cytosol
OSBP2,Cytosol
OSBPL10,Secretory
OSBPL11,Secretory
OSBPL1A,Cytosol
OSBPL2,Cytosol
OSBPL5,Secretory
OSBPL6,Cytosol
OSBPL7,Cytosol
OSBPL8,Secretory
OSBPL9,Secretory
OSCP1,Cytosol
OSGEP,Cytosol
OSMR,Secretory
OSTC,Secretory
OSTF1,Cytosol
OSTM1,Secretory
OTUB1,Cytosol
OTUB2,Cytosol
OTUD1,Cytosol
OTUD3,Cytosol
OTUD4,Cytosol
OTUD5,Nuclear
OTUD6B,Cytosol
OVCA2,Cytosol
OVOL2,Nuclear
OXA1L,Mitochondria
OXNAD1,Mitochondria
OXR1,Cytosol
OXSR1,Cytosol
P2RX4,Secretory
P4HA1,Secretory
P4HA2,Secretory
P4HB,Nuclear
P4HTM,Secretory
PA2G4,Cytosol
PAAF1,Cytosol
PABPC1,Nuclear
PABPC4,Nuclear
PACS1,Cytosol
PACS2,Cytosol
PACSIN1,Cytosol
PACSIN2,Cytosol
PADI2,Cytosol
PAF1,Nuclear
PAFAH1B1,Cytosol
PAFAH1B2,Cytosol
PAFAH1B3,Cytosol
PAFAH2,Secretory
PAG1,Secretory
PAICS,Cytosol
PAIP1,Cytosol
PAIP2,Cytosol
PAIP2B,Cytosol
PAK1,Cytosol
PAK1IP1,Nuclear
PAK2,Cytosol
PAK4,Cytosol
PAK6,Cytosol
PALLD,Cytosol
PALM,Secretory
PAM,Secretory
PAN2,Cytosol
PAN3,Cytosol
PANK1,Cytosol
PANK2,Cytosol
PANK4,Cytosol
PANX1,Secretory
PAOX,Secretory
PAPD4,Secretory
PAPD5,Nuclear
PAPOLA,Nuclear
PAPOLG,Nuclear
PAPSS2,Cytosol
PAQR7,Secretory
PARD3,Cytosol
PARD6B,Cytosol
PARG,Cytosol
PARK7,Cytosol
PARL,Mitochondria
PARN,Nuclear
PARP1,Nuclear
PARP12,Cytosol
PARP14,Cytosol
PARP16,Secretory
PARP4,Cytosol
PARP9,Cytosol
PARS2,Mitochondria
PARVA,Cytosol
PARVB,Cytosol
PASK,Cytosol
PATL1,Cytosol
PATZ1,Nuclear
PAWR,Cytosol
PAXBP1,Nuclear
PAXIP1,Nuclear
PBDC1,Cytosol
PBK,Cytosol
PBLD,Cytosol
PBRM1,Nuclear
PBX1,Nuclear
PBX2,Nuclear
PBXIP1,Secretory
PC,Mitochondria
PCBD1,Cytosol
PCBD2,Cytosol
PCBP1,Cytosol
PCBP2,Cytosol
PCCA,Mitochondria
PCCB,Mitochondria
PCDH1,Secretory
PCDH7,Secretory
PCDHB14,Secretory
PCDHB2,Secretory
PCDHGB1,Secretory
PCDHGC3,Secretory
PCF11,Nuclear
PCGF1,Nuclear
PCGF2,Nuclear
PCGF3,Nuclear
PCGF5,Nuclear
PCGF6,Nuclear
PCID2,Cytosol
PCIF1,Nuclear
PCK2,Mitochondria
PCM1,Nuclear
PCMT1,Cytosol
PCMTD1,Cytosol
PCMTD2,Cytosol
PCNA,Nuclear
PCNP,Nuclear
PCNX,Secretory
PCNXL3,Secretory
PCOLCE,Cytosol
PCSK6,Secretory
PCTP,Cytosol
PCYOX1,Secretory
PCYT1A,Nuclear
PCYT2,Cytosol
PDAP1,Cytosol
PDCD10,Cytosol
PDCD11,Nuclear
PDCD2,Cytosol
PDCD2L,Cytosol
PDCD4,Nuclear
PDCD5,Cytosol
PDCD6,Cytosol
PDCD6IP,Cytosol
PDCD7,Nuclear
PDCL,Cytosol
PDCL3,Cytosol
PDDC1,Cytosol
PDE4D,Cytosol
PDE4DIP,Cytosol
PDE5A,Cytosol
PDE6D,Cytosol
PDE7A,Cytosol
PDE8A,Secretory
PDHA1,Mitochondria
PDHB,Mitochondria
PDIA3,Nuclear
PDIA4,Nuclear
PDIA5,Secretory
PDK1,Mitochondria
PDK2,Mitochondria
PDK3,Mitochondria
PDLIM1,Cytosol
PDLIM2,Cytosol
PDLIM5,Cytosol
PDLIM7,Cytosol
PDP1,Mitochondria
PDPK1,Cytosol
PDPR,Mitochondria
PDRG1,Cytosol
PDS5A,Nuclear
PDS5B,Nuclear
PDSS1,Mitochondria
PDSS2,Mitochondria
PDXDC1,Cytosol
PDXK,Cytosol
PDXP,Cytosol
PDZD11,Cytosol
PDZD8,Secretory
PDZK1,Cytosol
PDZRN3,Cytosol
PEA15,Cytosol
PEAK1,Nuclear
PEBP1,Cytosol
PECR,Secretory
PEF1,Cytosol
PELO,Cytosol
PELP1,Nuclear
PEPD,Cytosol
PER2,Nuclear
PES1,Nuclear
PET112,Mitochondria
PEX10,Secretory
